ufs_serial,run_id,wafer_no,split,health,reg_pred,risk,grade,anomaly_score,ci_low,ci_high,date
S38467,26,16,train,0.0,0.0003083907467725,LOW,grade1,,0.0,0.011248,2025-11-10
S38468,26,14,train,0.0,0.0003083907467725,LOW,grade1,,0.0,0.011248,2025-11-10
S38469,26,17,train,0.0,0.0003083907467725,LOW,grade1,,0.0,0.011248,2025-11-10
S38470,26,9,train,0.0,0.0003083907467725,LOW,grade1,,0.0,0.011248,2025-11-10
S38471,19,22,train,0.0112256450652053,0.0032174629974788,LOW,grade2,,0.0,0.014157,2025-10-29
S38472,19,22,train,0.0098052478791465,0.0031389653620138,LOW,grade2,,0.0,0.014079,2025-10-29
S38473,21,1,train,0.009790182239782,0.0032433427582741,LOW,grade2,,0.0,0.014183,2025-11-02
S38474,21,6,val,0.0,0.0032614404306857,LOW,grade2,50.8,0.0,0.014201,2025-11-25
S38475,21,6,train,0.0068224435055005,0.0032376977842378,LOW,grade2,,0.0,0.014177,2025-11-02
S38476,3,22,val,0.0124338072801567,0.0024198263077239,LOW,grade1,17.2,0.0,0.01336,2025-11-16
S38477,3,17,train,0.0083221701272605,0.0018321140370556,LOW,grade1,,0.0,0.012772,2025-10-04
S38478,21,6,test,0.0110258842060309,0.0032142632302275,LOW,grade2,37.0,0.0,0.014154,2025-12-10
S38479,21,6,train,0.0122433897191657,0.0031571714421799,LOW,grade2,,0.0,0.014097,2025-11-02
S38480,21,1,train,0.0,0.0032183870451927,LOW,grade2,,0.0,0.014158,2025-11-02
S38481,19,25,train,0.0056722533226051,0.0016175552727461,LOW,grade1,,0.0,0.012557,2025-10-29
S38482,19,25,val,0.0108414385083751,0.002738766918797,LOW,grade1,39.7,0.0,0.013679,2025-11-24
S38483,21,19,train,0.0069214657352629,0.0024204367474165,LOW,grade1,,0.0,0.01336,2025-11-02
S38484,21,19,train,0.0156277245609972,0.0031491788668106,LOW,grade2,,0.0,0.014089,2025-11-02
S38485,21,4,test,0.0040669699846158,0.0018763425185969,LOW,grade1,24.4,0.0,0.012816,2025-12-10
S38486,26,3,train,0.0108105756577158,0.0031217127408175,LOW,grade2,,0.0,0.014061,2025-11-10
S38487,19,19,val,0.0054407470353675,0.0031346485311886,LOW,grade2,17.8,0.0,0.014074,2025-11-24
S38488,26,1,train,0.0027409196695454,0.0024291160682658,LOW,grade1,,0.0,0.013369,2025-11-10
S38489,28,18,val,0.0096966960438372,0.0031392356682958,LOW,grade2,27.8,0.0,0.014079,2025-11-29
S38490,28,14,train,0.0083327744618067,0.0018731865898177,LOW,grade1,,0.0,0.012813,2025-11-13
S38491,28,20,val,0.008486442182911,0.0031275485040053,LOW,grade2,30.7,0.0,0.014067,2025-11-29
S38492,28,22,train,0.0027315646864196,0.0024074898278752,LOW,grade1,,0.0,0.013347,2025-11-13
S38493,28,21,train,0.0056818831384115,0.0027089553892244,LOW,grade1,,0.0,0.013649,2025-11-13
S38494,28,24,val,0.0055497396814762,0.0024163669687879,LOW,grade1,28.0,0.0,0.013356,2025-11-29
S38495,28,23,test,0.0013713560421064,0.0024163235428808,LOW,grade1,28.8,0.0,0.013356,2025-12-14
S38496,28,3,val,0.0108802434372374,0.0016553634138398,LOW,grade1,18.9,0.0,0.012595,2025-11-29
S38497,28,3,val,0.0125450139669504,0.0026903944663688,LOW,grade1,40.2,0.0,0.01363,2025-11-29
S38498,28,3,train,0.0067856128623544,0.0014986931770131,LOW,grade1,,0.0,0.012438,2025-11-13
S38499,28,3,val,0.0,0.0016597016525917,LOW,grade1,42.5,0.0,0.012599,2025-11-29
S38500,28,2,val,0.0140188761205228,0.0018290593784239,LOW,grade1,37.3,0.0,0.012769,2025-11-29
S38501,28,6,train,0.0,0.0015008165336972,LOW,grade1,,0.0,0.012441,2025-11-13
S38502,28,2,train,0.0083451570383927,0.0015330863160532,LOW,grade1,,0.0,0.012473,2025-11-13
S38503,28,10,train,0.001361036030485,0.0012458185023371,LOW,grade1,,0.0,0.012186,2025-11-13
S38504,28,12,val,0.0,0.0012440997274438,LOW,grade1,29.3,0.0,0.012184,2025-11-29
S38505,5,22,test,0.00709371699352,0.0031541968157151,LOW,grade2,43.2,0.0,0.014094,2025-12-02
S38506,5,22,train,0.0027162254849719,0.0031370923590071,LOW,grade2,,0.0,0.014077,2025-10-07
S38507,5,10,val,0.0,0.0034463799619075,MED,grade3,28.8,0.0,0.014386,2025-11-17
S38508,5,4,val,0.0028197141706239,0.0034583495236686,MED,grade3,33.1,0.0,0.014398,2025-11-17
S38509,7,23,train,0.0084095466120694,0.0034429698601795,MED,grade3,,0.0,0.014383,2025-10-10
S38510,5,16,val,0.0056640597176517,0.0032693705045954,LOW,grade2,40.1,0.0,0.014209,2025-11-17
S38511,7,17,val,0.0027081000525818,0.0031147019842364,LOW,grade2,42.7,0.0,0.014054,2025-11-18
S38512,7,23,train,0.0027875228904985,0.0034492877639546,MED,grade3,,0.0,0.014389,2025-10-10
S38513,5,4,train,0.0096635667699965,0.0034415750938896,MED,grade3,,0.0,0.014381,2025-10-07
S38514,5,4,train,0.0041070307076984,0.0034603177723815,MED,grade3,,0.0,0.0144,2025-10-07
S38515,5,4,train,0.0082523183701256,0.0034793698415533,MED,grade3,,0.0,0.014419,2025-10-07
S38516,7,4,train,0.0028319330364646,0.0031372848962561,LOW,grade2,,0.0,0.014077,2025-10-10
S38517,7,4,test,0.0056834912875051,0.0029767354679617,LOW,grade1,32.6,0.0,0.013917,2025-12-03
S38518,7,10,test,0.0084900664514255,0.0032844812617951,MED,grade3,18.8,0.0,0.014224,2025-12-03
S38519,5,22,train,0.0096734817582992,0.0034351395890063,MED,grade3,,0.0,0.014375,2025-10-07
S38520,7,10,train,0.0028021864948142,0.0032750380144908,MED,grade3,,0.0,0.014215,2025-10-10
S38521,7,4,train,0.0080965723967157,0.0031049638548459,LOW,grade1,,0.0,0.014045,2025-10-10
S38522,7,10,train,0.0096025128277316,0.0032894803970088,MED,grade3,,0.0,0.014229,2025-10-10
S38523,7,10,val,0.0013968874985595,0.0032683650789582,LOW,grade2,57.0,0.0,0.014208,2025-11-18
S38524,7,17,val,0.0067688117126319,0.0027561924387295,LOW,grade1,43.5,0.0,0.013696,2025-11-18
S38525,4,10,train,0.004057639710985,0.0032783993095497,MED,grade3,,0.0,0.014218,2025-10-05
S38526,25,15,test,0.0055154198710479,0.0022380908813602,LOW,grade1,76.8,0.0,0.013178,2025-12-12
S38527,25,13,train,0.0054610133640996,0.0031560043540865,LOW,grade2,,0.0,0.014096,2025-11-08
S38528,25,13,train,0.0014056224899598,0.0034627587874426,MED,grade3,,0.0,0.014403,2025-11-08
S38529,25,13,test,0.0069510878382536,0.0034742141563142,MED,grade3,38.9,0.0,0.014414,2025-12-12
S38530,25,10,train,0.0126397707716957,0.0034401093072089,MED,grade3,,0.0,0.01438,2025-11-08
S38531,25,4,test,0.005411025645213,0.0034382612963848,MED,grade3,57.0,0.0,0.014378,2025-12-12
S38532,3,10,train,0.0027729655387894,0.0031075527909833,LOW,grade1,,0.0,0.014047,2025-10-04
S38533,3,15,val,0.0040465722195082,0.0024255676149165,LOW,grade1,27.1,0.0,0.013365,2025-11-16
S38534,3,2,train,0.0040580041478191,0.0024269121767014,LOW,grade1,,0.0,0.013367,2025-10-04
S38535,3,10,test,0.0054380681180947,0.0027160644864606,LOW,grade1,17.0,0.0,0.013656,2025-12-01
S38536,3,21,train,0.0070045184076488,0.003117965698134,LOW,grade2,,0.0,0.014058,2025-10-04
S38537,3,18,train,0.0124153780819864,0.0031520598832015,LOW,grade2,,0.0,0.014092,2025-10-04
S38538,3,21,train,0.0084237288135593,0.0022355857327844,LOW,grade1,,0.0,0.013175,2025-10-04
S38539,3,15,val,0.0155570163082605,0.0024231486673878,LOW,grade1,29.5,0.0,0.013363,2025-11-16
S38540,3,4,train,0.0069019725476472,0.0027230229042583,LOW,grade1,,0.0,0.013663,2025-10-04
S38541,1,16,train,0.0,0.0003083907467725,LOW,grade1,,0.0,0.011248,2025-10-01
S38542,1,6,train,0.0,0.0010480387752551,LOW,grade1,,0.0,0.011988,2025-10-01
S38543,1,5,val,0.0,0.0003083907467725,LOW,grade1,31.9,0.0,0.011248,2025-11-15
S38544,1,7,val,0.0,0.0003083907467725,LOW,grade1,25.8,0.0,0.011248,2025-11-15
S38545,1,6,test,0.0,0.0003083907467725,LOW,grade1,33.8,0.0,0.011248,2025-11-30
S38546,1,1,train,0.0,0.0003083907467725,LOW,grade1,,0.0,0.011248,2025-10-01
S38547,1,22,test,0.019639389423294,0.0003083907467725,LOW,grade1,49.1,0.0,0.011248,2025-11-30
S38548,3,9,train,0.0042403610705845,0.0010176121687382,LOW,grade1,,0.0,0.011957,2025-10-04
S38549,23,15,train,0.0136427520477853,0.0023803241695759,LOW,grade1,,0.0,0.01332,2025-11-05
S38550,23,15,train,0.0080983534434296,0.001651748578586,LOW,grade1,,0.0,0.012592,2025-11-05
S38551,23,13,train,0.0123430217637855,0.002736061071386,LOW,grade1,,0.0,0.013676,2025-11-05
S38552,23,7,test,0.0162337397212173,0.0029766471859246,LOW,grade1,22.4,0.0,0.013916,2025-12-11
S38553,23,13,test,0.0095875084052603,0.0032611899340681,LOW,grade2,34.3,0.0,0.014201,2025-12-11
S38554,23,11,test,0.0041283184370535,0.0016417701757487,LOW,grade1,27.7,0.0,0.012582,2025-12-11
S38555,23,10,test,0.0027029746317401,0.0026934295539213,LOW,grade1,34.2,0.0,0.013633,2025-12-11
S38556,23,7,val,0.0170327975598889,0.0027693657156522,LOW,grade1,27.5,0.0,0.013709,2025-11-26
S38557,23,13,train,0.0110858315488936,0.0031425627580243,LOW,grade2,,0.0,0.014082,2025-11-05
S38558,3,3,test,0.0,0.0012727689200269,LOW,grade1,25.6,0.0,0.012213,2025-12-01
S38559,3,6,test,0.0084312311802875,0.0027059432324334,LOW,grade1,31.6,0.0,0.013646,2025-12-01
S38560,2,14,val,0.0,0.0018803381850925,LOW,grade1,44.2,0.0,0.01282,2025-11-15
S38561,1,19,train,0.0,0.0003083907467725,LOW,grade1,,0.0,0.011248,2025-10-01
S38562,27,17,train,0.0,0.0027422729364675,LOW,grade1,,0.0,0.013682,2025-11-11
S38563,1,25,train,0.0,0.0003083907467725,LOW,grade1,,0.0,0.011248,2025-10-01
S38564,27,17,train,0.0,0.0031489524476144,LOW,grade2,,0.0,0.014089,2025-11-11
S38565,27,14,val,0.0,0.0031289146929055,LOW,grade2,32.7,0.0,0.014069,2025-11-28
S38566,27,17,val,0.0,0.0031408062088941,LOW,grade2,26.7,0.0,0.014081,2025-11-28
S38567,1,19,train,0.0,0.0003083907467725,LOW,grade1,,0.0,0.011248,2025-10-01
S38568,1,19,train,0.0,0.0003083907467725,LOW,grade1,,0.0,0.011248,2025-10-01
S38569,27,9,train,0.0,0.0031561110310649,LOW,grade2,,0.0,0.014096,2025-11-11
S38570,27,11,train,0.0,0.0032675073681858,LOW,grade2,,0.0,0.014207,2025-11-11
S38571,27,17,train,0.0,0.0032745064959732,MED,grade3,,0.0,0.014214,2025-11-11
S38572,9,6,train,0.0,0.003240831950123,LOW,grade2,,0.0,0.014181,2025-10-13
S38573,17,15,val,0.0,0.0034595330659146,MED,grade3,26.0,0.0,0.014399,2025-11-23
S38574,17,9,val,0.0,0.0032732501632487,MED,grade3,40.8,0.0,0.014213,2025-11-23
S38575,9,6,train,0.0,0.0031201194958924,LOW,grade2,,0.0,0.01406,2025-10-13
S38576,9,24,train,0.0,0.0031588671137621,LOW,grade2,,0.0,0.014099,2025-10-13
S38577,9,6,train,0.0,0.0032528433820814,LOW,grade2,,0.0,0.014193,2025-10-13
S38578,27,17,train,0.0,0.0031047889512318,LOW,grade1,,0.0,0.014045,2025-11-11
S38579,27,11,test,0.0,0.0031122973131007,LOW,grade2,57.3,0.0,0.014052,2025-12-13
S38580,28,22,train,0.0,0.0029807628229214,LOW,grade1,,0.0,0.013921,2025-11-13
S38581,28,23,val,0.0,0.0016523433641968,LOW,grade1,34.3,0.0,0.012592,2025-11-29
S38582,16,4,train,0.0,0.0011423741243847,LOW,grade1,,0.0,0.012082,2025-10-25
S38583,16,4,train,0.0,0.0003083907467725,LOW,grade1,,0.0,0.011248,2025-10-25
S38584,16,8,train,0.0,0.0003083907467725,LOW,grade1,,0.0,0.011248,2025-10-25
S38585,16,7,train,0.0,0.0003083907467725,LOW,grade1,,0.0,0.011248,2025-10-25
S38586,28,25,val,0.0,0.0015367397873435,LOW,grade1,32.9,0.0,0.012477,2025-11-29
S38587,16,4,val,0.0,0.0008531290292601,LOW,grade1,30.5,0.0,0.011793,2025-11-23
S38588,16,8,train,0.0,0.0003083907467725,LOW,grade1,,0.0,0.011248,2025-10-25
S38589,16,8,test,0.0,0.0003083907467725,LOW,grade1,50.9,0.0,0.011248,2025-12-08
S38590,16,7,val,0.0,0.0010282763495894,LOW,grade1,20.5,0.0,0.011968,2025-11-23
S38591,16,8,test,0.0,0.0003083907467725,LOW,grade1,29.8,0.0,0.011248,2025-12-08
S38592,16,8,train,0.0,0.0003083907467725,LOW,grade1,,0.0,0.011248,2025-10-25
S38593,28,25,test,0.0102475283250342,0.0015085610301248,LOW,grade1,22.2,0.0,0.012448,2025-12-14
S38594,16,10,train,0.0,0.0010204594566342,LOW,grade1,,0.0,0.01196,2025-10-25
S38595,28,14,train,0.0,0.0026862590844915,LOW,grade1,,0.0,0.013626,2025-11-13
S38596,28,6,val,0.0,0.0012587687369946,LOW,grade1,20.1,0.0,0.012199,2025-11-29
S38597,28,14,train,0.0,0.0015600826865713,LOW,grade1,,0.0,0.0125,2025-11-13
S38598,28,14,train,0.0,0.001878139243217,LOW,grade1,,0.0,0.012818,2025-11-13
S38599,16,10,train,0.0,0.0014902782348745,LOW,grade1,,0.0,0.01243,2025-10-25
S38600,28,24,train,0.0,0.0022384228904127,LOW,grade1,,0.0,0.013178,2025-11-13
S38601,24,4,val,0.0,0.003148731760795,LOW,grade2,54.0,0.0,0.014088,2025-11-27
S38602,24,1,train,0.0,0.0031541372991776,LOW,grade2,,0.0,0.014094,2025-11-06
S38603,24,4,train,0.0,0.0032544412416165,LOW,grade2,,0.0,0.014194,2025-11-06
S38604,24,17,test,0.0,0.0031328363434721,LOW,grade2,36.3,0.0,0.014073,2025-12-12
S38605,24,6,train,0.0,0.0024355941855587,LOW,grade1,,0.0,0.013375,2025-11-06
S38606,26,9,val,0.0,0.0003083907467725,LOW,grade1,21.2,0.0,0.011248,2025-11-28
S38607,26,16,test,0.0,0.0003083907467725,LOW,grade1,29.2,0.0,0.011248,2025-12-13
S38608,26,16,val,0.0,0.0003083907467725,LOW,grade1,38.2,0.0,0.011248,2025-11-28
S38609,27,1,train,0.0,0.0003083907467725,LOW,grade1,,0.0,0.011248,2025-11-11
S38610,27,3,train,0.0,0.0003083907467725,LOW,grade1,,0.0,0.011248,2025-11-11
S38611,23,21,train,0.0,0.0003083907467725,LOW,grade1,,0.0,0.011248,2025-11-05
S38612,23,21,train,0.0,0.0003083907467725,LOW,grade1,,0.0,0.011248,2025-11-05
S38613,23,21,train,0.0,0.0003083907467725,LOW,grade1,,0.0,0.011248,2025-11-05
S38614,23,23,train,0.0,0.0003083907467725,LOW,grade1,,0.0,0.011248,2025-11-05
S38615,27,1,train,0.0,0.0003083907467725,LOW,grade1,,0.0,0.011248,2025-11-11
S38616,23,23,test,0.0,0.0003083907467725,LOW,grade1,25.7,0.0,0.011248,2025-12-11
S38617,23,19,val,0.0,0.0003083907467725,LOW,grade1,25.9,0.0,0.011248,2025-11-26
S38618,23,19,train,0.0,0.0003083907467725,LOW,grade1,,0.0,0.011248,2025-11-05
S38619,23,23,val,0.0,0.0003083907467725,LOW,grade1,45.4,0.0,0.011248,2025-11-26
S38620,23,20,test,0.0,0.0003083907467725,LOW,grade1,45.8,0.0,0.011248,2025-12-11
S38621,23,18,val,0.0,0.0003083907467725,LOW,grade1,33.7,0.0,0.011248,2025-11-26
S38622,23,21,train,0.0,0.0003083907467725,LOW,grade1,,0.0,0.011248,2025-11-05
S38623,23,17,val,0.0,0.0003083907467725,LOW,grade1,55.7,0.0,0.011248,2025-11-26
S38624,23,18,test,0.0,0.0003083907467725,LOW,grade1,38.1,0.0,0.011248,2025-12-11
S38625,23,20,train,0.0,0.0003083907467725,LOW,grade1,,0.0,0.011248,2025-11-05
S38626,23,20,test,0.0,0.0003083907467725,LOW,grade1,37.3,0.0,0.011248,2025-12-11
S38627,27,1,train,0.0,0.0003083907467725,LOW,grade1,,0.0,0.011248,2025-11-11
S38628,23,17,val,0.0,0.0003083907467725,LOW,grade1,42.0,0.0,0.011248,2025-11-26
S38629,27,1,train,0.0,0.0003083907467725,LOW,grade1,,0.0,0.011248,2025-11-11
S38630,20,9,val,0.0,0.0003083907467725,LOW,grade1,30.9,0.0,0.011248,2025-11-25
S38631,20,9,val,0.0,0.0003083907467725,LOW,grade1,51.5,0.0,0.011248,2025-11-25
S38632,10,7,train,0.0,0.0018321824989596,LOW,grade1,,0.0,0.012772,2025-10-15
S38633,2,11,train,0.0,0.0015137066999704,LOW,grade1,,0.0,0.012453,2025-10-02
S38634,10,7,train,0.0,0.0016228406291763,LOW,grade1,,0.0,0.012563,2025-10-15
S38635,2,10,val,0.0,0.0014965189245794,LOW,grade1,49.5,0.0,0.012436,2025-11-15
S38636,2,10,train,0.0,0.0011490420274692,LOW,grade1,,0.0,0.012089,2025-10-02
S38637,9,14,train,0.0,0.0031336592763548,LOW,grade2,,0.0,0.014073,2025-10-13
S38638,9,9,train,0.0,0.0027191392274131,LOW,grade1,,0.0,0.013659,2025-10-13
S38639,2,15,train,0.0,0.0026033348109406,LOW,grade1,,0.0,0.013543,2025-10-02
S38640,9,14,val,0.0,0.003143415196287,LOW,grade2,31.8,0.0,0.014083,2025-11-19
S38641,9,21,val,0.0,0.003136379279602,LOW,grade2,46.4,0.0,0.014076,2025-11-19
S38642,10,2,test,0.0,0.0026907200876407,LOW,grade1,26.4,0.0,0.01363,2025-12-04
S38643,10,1,train,0.0,0.0016384342129178,LOW,grade1,,0.0,0.012578,2025-10-15
S38644,9,22,train,0.0,0.003266630471293,LOW,grade2,,0.0,0.014206,2025-10-13
S38645,10,24,train,0.0,0.0016511066838751,LOW,grade1,,0.0,0.012591,2025-10-15
S38646,10,14,train,0.0,0.0024290025976833,LOW,grade1,,0.0,0.013369,2025-10-15
S38647,11,11,train,0.0,0.0016538026510355,LOW,grade1,,0.0,0.012594,2025-10-17
S38648,11,5,val,0.0,0.0012468344984589,LOW,grade1,36.1,0.0,0.012187,2025-11-20
S38649,11,4,train,0.0,0.0010293982091825,LOW,grade1,,0.0,0.011969,2025-10-17
S38650,11,4,train,0.0,0.0010277024142024,LOW,grade1,,0.0,0.011967,2025-10-17
S38651,17,6,test,0.0,0.0032740355051929,MED,grade3,40.9,0.0,0.014214,2025-12-08
S38652,17,7,train,0.0,0.0032883849799345,MED,grade3,,0.0,0.014228,2025-10-26
S38653,17,7,train,0.0,0.0032164049335371,LOW,grade2,,0.0,0.014156,2025-10-26
S38654,17,17,train,0.0,0.0034309049563449,MED,grade3,,0.0,0.014371,2025-10-26
S38655,8,16,train,0.0,0.0034758090476468,MED,grade3,,0.0,0.014416,2025-10-12
S38656,8,6,val,0.0,0.0034845717059398,MED,grade3,30.5,0.0,0.014424,2025-11-18
S38657,8,14,train,0.0,0.0034868294656826,MED,grade3,,0.0,0.014427,2025-10-12
S38658,8,8,val,0.0,0.0034757478159922,MED,grade3,29.1,0.0,0.014416,2025-11-18
S38659,8,9,train,0.0,0.0034579877250965,MED,grade3,,0.0,0.014398,2025-10-12
S38660,3,12,train,0.0,0.0003083907467725,LOW,grade1,,0.0,0.011248,2025-10-04
S38661,3,14,test,0.0,0.0010270899077174,LOW,grade1,49.1,0.0,0.011967,2025-12-01
S38662,3,11,val,0.0,0.0012737119019078,LOW,grade1,58.8,0.0,0.012213,2025-11-16
S38663,20,14,train,0.0,0.0023909504036095,LOW,grade1,,0.0,0.013331,2025-10-31
S38664,23,13,train,0.0,0.0027397369762252,LOW,grade1,,0.0,0.01368,2025-11-05
S38665,23,14,test,0.0,0.0027256813447392,LOW,grade1,32.9,0.0,0.013665,2025-12-11
S38666,23,9,train,0.0,0.0024177486255016,LOW,grade1,,0.0,0.013358,2025-11-05
S38667,23,9,train,0.0,0.00241546373818,LOW,grade1,,0.0,0.013355,2025-11-05
S38668,28,15,test,0.0,0.0031243238582185,LOW,grade2,21.8,0.0,0.014064,2025-12-14
S38669,28,20,train,0.0,0.0024146897727563,LOW,grade1,,0.0,0.013354,2025-11-13
S38670,28,18,test,0.0,0.0027356035348042,LOW,grade1,22.4,0.0,0.013675,2025-12-14
S38671,28,24,train,0.0,0.0023851734524573,LOW,grade1,,0.0,0.013325,2025-11-13
S38672,28,23,train,0.0,0.0012534841904517,LOW,grade1,,0.0,0.012193,2025-11-13
S38673,28,10,test,0.0,0.0014971043916369,LOW,grade1,25.5,0.0,0.012437,2025-12-14
S38674,28,12,train,0.0,0.0010626299339153,LOW,grade1,,0.0,0.012002,2025-11-13
S38675,28,3,train,0.0,0.0023807919004226,LOW,grade1,,0.0,0.013321,2025-11-13
S38676,28,6,train,0.0,0.0012643120993849,LOW,grade1,,0.0,0.012204,2025-11-13
S38677,28,2,val,0.0,0.001638418239503,LOW,grade1,31.8,0.0,0.012578,2025-11-29
S38678,28,6,val,0.0,0.0015040851454415,LOW,grade1,40.9,0.0,0.012444,2025-11-29
S38679,16,10,test,0.0,0.0010595443542324,LOW,grade1,27.5,0.0,0.011999,2025-12-08
S38680,28,8,train,0.0,0.0011535429414548,LOW,grade1,,0.0,0.012093,2025-11-13
S38681,26,8,train,0.0,0.0024081421208515,LOW,grade1,,0.0,0.013348,2025-11-10
S38682,2,14,train,0.0,0.0027085551155809,LOW,grade1,,0.0,0.013648,2025-10-02
S38683,2,20,val,0.0,0.0027162867522868,LOW,grade1,18.8,0.0,0.013656,2025-11-15
S38684,2,4,train,0.0,0.0031321944320605,LOW,grade2,,0.0,0.014072,2025-10-02
S38685,17,17,train,0.0,0.0031534003579894,LOW,grade2,,0.0,0.014093,2025-10-26
S38686,17,17,train,0.0,0.0034466930335316,MED,grade3,,0.0,0.014386,2025-10-26
S38687,17,18,val,0.0,0.0034319623209967,MED,grade3,27.9,0.0,0.014372,2025-11-23
S38688,17,6,val,0.0,0.0032509531564812,LOW,grade2,35.1,0.0,0.014191,2025-11-23
S38689,17,1,val,0.0,0.0034696912576399,MED,grade3,42.9,0.0,0.014409,2025-11-23
S38690,17,18,train,0.0,0.0034351222363219,MED,grade3,,0.0,0.014375,2025-10-26
S38691,17,20,val,0.0,0.0034351660632258,MED,grade3,63.9,0.0,0.014375,2025-11-23
S38692,25,17,train,0.0,0.0032554190695211,LOW,grade2,,0.0,0.014195,2025-11-08
S38693,25,20,val,0.0,0.0034421293812184,MED,grade3,51.4,0.0,0.014382,2025-11-27
S38694,16,12,val,0.0,0.0027223518096559,LOW,grade1,45.7,0.0,0.013662,2025-11-23
S38695,5,15,train,0.0,0.0032771767746336,MED,grade3,,0.0,0.014217,2025-10-07
S38696,4,25,train,0.0,0.0032513355731759,LOW,grade2,,0.0,0.014191,2025-10-05
S38697,23,12,train,0.0,0.0031398657800299,LOW,grade2,,0.0,0.01408,2025-11-05
S38698,23,14,test,0.0,0.0027144176760909,LOW,grade1,14.2,0.0,0.013654,2025-12-11
S38699,5,20,train,0.0,0.002739937620471,LOW,grade1,,0.0,0.01368,2025-10-07
S38700,5,20,test,0.0,0.0031188953956084,LOW,grade2,41.1,0.0,0.014059,2025-12-02
S38701,5,19,train,0.0,0.0032642912857537,LOW,grade2,,0.0,0.014204,2025-10-07
S38702,5,14,train,0.0,0.0032730242642921,MED,grade3,,0.0,0.014213,2025-10-07
S38703,4,23,test,0.0,0.0032591614224369,LOW,grade2,31.1,0.0,0.014199,2025-12-01
S38704,5,21,train,0.0,0.0034301347522739,MED,grade3,,0.0,0.01437,2025-10-07
S38705,4,23,train,0.0,0.0034581860295933,MED,grade3,,0.0,0.014398,2025-10-05
S38706,5,21,train,0.0,0.0032848889523848,MED,grade3,,0.0,0.014225,2025-10-07
S38707,6,12,train,0.0,0.0018718886513074,LOW,grade1,,0.0,0.012812,2025-10-09
S38708,5,14,val,0.0,0.0032872191121842,MED,grade3,25.9,0.0,0.014227,2025-11-17
S38709,4,18,val,0.0,0.0034475452484559,MED,grade3,31.9,0.0,0.014387,2025-11-16
S38710,6,6,train,0.0,0.003431480388517,MED,grade3,,0.0,0.014371,2025-10-09
S38711,4,18,train,0.0,0.0034674173601725,MED,grade3,,0.0,0.014407,2025-10-05
S38712,6,18,test,0.0,0.0034418876388742,MED,grade3,26.5,0.0,0.014382,2025-12-02
S38713,7,11,test,0.0,0.0031452856111855,LOW,grade2,24.7,0.0,0.014085,2025-12-03
S38715,7,11,train,0.0,0.0034448225946768,MED,grade3,,0.0,0.014385,2025-10-10
S38716,7,21,train,0.0,0.0034458753739541,MED,grade3,,0.0,0.014386,2025-10-10
S38717,7,21,val,0.0,0.0032747569029766,MED,grade3,40.5,0.0,0.014215,2025-11-18
S38718,7,24,val,0.0,0.0032900241825938,MED,grade3,31.7,0.0,0.01423,2025-11-18
S38719,7,21,val,0.0,0.0032606536779934,LOW,grade2,43.8,0.0,0.0142,2025-11-18
S38720,4,16,train,0.0,0.0034385969533423,MED,grade3,,0.0,0.014378,2025-10-05
S38721,7,22,val,0.0,0.0024326839935503,LOW,grade1,28.2,0.0,0.013372,2025-11-18
S38722,18,6,train,0.0,0.0032530329291337,LOW,grade2,,0.0,0.014193,2025-10-28
S38723,18,6,train,0.0,0.0031412205914712,LOW,grade2,,0.0,0.014081,2025-10-28
S38724,18,16,val,0.0,0.0031102678853658,LOW,grade2,32.9,0.0,0.01405,2025-11-24
S38725,18,24,val,0.0,0.002706448634374,LOW,grade1,57.4,0.0,0.013646,2025-11-24
S38726,18,24,train,0.0,0.0022427467755217,LOW,grade1,,0.0,0.013183,2025-10-28
S38727,18,24,train,0.0,0.0027157575984261,LOW,grade1,,0.0,0.013656,2025-10-28
S38728,18,6,train,0.0,0.0032743933065679,MED,grade3,,0.0,0.014214,2025-10-28
S38729,18,16,val,0.0,0.0027541838597988,LOW,grade1,26.9,0.0,0.013694,2025-11-24
S38730,18,6,val,0.0,0.0031257925714688,LOW,grade2,30.1,0.0,0.014066,2025-11-24
S38731,18,11,train,0.0,0.0032608939426763,LOW,grade2,,0.0,0.014201,2025-10-28
S38732,18,9,val,0.0,0.0027576922114812,LOW,grade1,18.8,0.0,0.013697,2025-11-24
S38733,19,24,train,0.0,0.0031541879076754,LOW,grade2,,0.0,0.014094,2025-10-29
S38734,19,24,val,0.0,0.0032395200002213,LOW,grade2,24.2,0.0,0.014179,2025-11-24
S38735,2,22,val,0.0,0.0032153168163858,LOW,grade2,22.0,0.0,0.014155,2025-11-15
S38736,19,24,test,0.0,0.0032715912349317,MED,grade3,37.0,0.0,0.014211,2025-12-09
S38737,10,20,val,0.0,0.0027319610250385,LOW,grade1,36.9,0.0,0.013672,2025-11-19
S38738,10,20,train,0.0,0.0027289072189557,LOW,grade1,,0.0,0.013669,2025-10-15
S38739,10,20,train,0.0,0.0027726629365064,LOW,grade1,,0.0,0.013712,2025-10-15
S38740,21,8,train,0.0,0.0032643585115839,LOW,grade2,,0.0,0.014204,2025-11-02
S38741,2,5,val,0.0,0.0032713703987809,LOW,grade2,24.5,0.0,0.014211,2025-11-15
S38742,2,17,val,0.0,0.0031421116798174,LOW,grade2,25.3,0.0,0.014082,2025-11-15
S38743,2,3,val,0.0,0.0032539142132123,LOW,grade2,15.4,0.0,0.014194,2025-11-15
